,Tweets
3957,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3958,RT @Rokibul60100130: Hay ! Do you want to create your cute image into cartoon portrait ? Just visit here https://t.co/hLB8QcBK4g…
3959,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3960,"RT @Harmindarboxoff: There will be more twists and turns in #Brahmastra part 2 and 3 than one , director #AyanMukerji purposely didn't add…"
3961,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
3962,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
3963,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3964,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3965,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3966,"Hay ! Do you want to create your cute image into cartoon portrait ? Just visit here https://t.co/hLB8QcBK4g                  

#jennie #Lisa #Pakistan #iPhone14 #Brahmastra #Xbox #WorldCup2022 #meditation #ChengYi #RahulVaidya #Jesus #Australia #Italy #XiaoZhan #PlayToEarn #Messi https://t.co/HRGKZ27Ss8 https://t.co/8b94f48fmJ"
3967,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
3968,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
3969,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3970,RT @Harmindarboxoff: #Brahmastra movie has been given Clean hit by critics keeping in mind the economic inflation and the post pandemic rev…
3971,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3972,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
3973,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
3974,"RT @irashid_srkian: @taran_adarsh SRK brahmastra 10 min cameo - 36cr opening on non-holiday 

Bhoi lead role godfather 1 cr opening on nati…"
3975,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3976,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
3977,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
3978,RT @KRKBoxOffice: KRK says film #Brahmastra  is the biggest flop in the history of Bollywood. https://t.co/RwdXlIrFDl
3979,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3980,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
3981,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3982,"RT @irashid_srkian: @taran_adarsh SRK brahmastra 10 min cameo - 36cr opening on non-holiday 

Bhoi lead role godfather 1 cr opening on nati…"
3983,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
3984,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
3985,"RT @irashid_srkian: @taran_adarsh SRK brahmastra 10 min cameo - 36cr opening on non-holiday 

Bhoi lead role godfather 1 cr opening on nati…"
3986,"Ayan,I just want to tell you that I’m 93% positive I saw Deepika as the mother of Ranbir in Brahmastra, like I saw her figure &amp; if that’s true,it would be dope.
Now, if Katrina ends up being in Part 3,I would lose my head!just saying
tagging @BrahmastraFilm cause Ayan’s not here."
3987,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
3988,Watched #Brahmastra today and I liked the film.
3989,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
3990,"RT @seeuatthemovie: never getting over this #Brahmastra 
https://t.co/zjplXb92V4"
3991,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3992,RT @Avantikag23: @abhishGa @karanjohar @kamaalrkhan why is #KaranJohar playing Victim card when he was the one who got you arrested. #Brahm…
3993,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3994,"@taran_adarsh SRK brahmastra 10 min cameo - 36cr opening on non-holiday 

Bhoi lead role godfather 1 cr opening on national holiday 

😭😭 https://t.co/MGoGNwoM3k"
3995,@SaffronQueen_ Mam the success of brahmastra has given him sadma 😂
3996,RT @Avantikag23: @abhishGa @karanjohar @kamaalrkhan why is #KaranJohar playing Victim card when he was the one who got you arrested. #Brahm…
3997,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
3998,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
3999,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4000,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4001,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
4002,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4003,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4004,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4005,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4006,@Showbiz_IT Positive Vibes By Making Fake Manipulated Figure Of Brahmastra😂
4007,RT @seeuatthemovie: Hats off to Ranbir's dedication 👏🏻 ❤️ #Brahmastra #RanbirKapoor https://t.co/GDUpsxxvCG
4008,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4009,RT @RanbirKUniverse: Shiva Look Test in Bulgaria 🔥 #RanbirKapoor #Brahmastra https://t.co/DjRiANtGB3
4010,"RT @ssrajamouli: Brahmāstra is one of its kind film in the Indian Cinema. After travelling with #BRAHMASTRA for the past 9 years, Ayan is f…"
4011,RT @RanbirKUniverse: Shiva Look Test in Bulgaria 🔥 #RanbirKapoor #Brahmastra https://t.co/DjRiANtGB3
4012,"Correction:

Top 5 Indian films in the UK this year:

1. #PS1 - £1.18M*
2. #KGFChapter2 - £1.11M
3. #Brahmastra  - £1.03M*
4. #RRRMovie - £976k
5. #LaalSinghChaddha - £868k*
*still running in cinemas"
4013,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4014,RT @ndtvfeed: Watch: Woman Mimics Alia Bhatt's Dialogues From Brahmastra and Darlings https://t.co/Gx5rtCTrma https://t.co/5ku9wSIfxn
4015,"I get it now..Bollywood's new strategy is to make movies for 5 year Olds...first #bhoolbhulaiyaa, then #Brahmastra and now #PhoneBhoot  so disappointed 😞."
4016,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4017,"#CounterCulture | S.S. Rajamouli’s #RRR moved between pageantry &amp; awe with such swift narrative sledgehammers that you could only submit to #Rajamouli’s feral imagination &amp; eat from his hand in the theatre.

@geekoutyush writes.

https://t.co/RRzUzsSzRa https://t.co/rO5flLh4N2"
4018,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4019,RT @Avantikag23: @abhishGa @karanjohar @kamaalrkhan why is #KaranJohar playing Victim card when he was the one who got you arrested. #Brahm…
4020,"RT @Harmindarboxoff: There will be more twists and turns in #Brahmastra part 2 and 3 than one , director #AyanMukerji purposely didn't add…"
4021,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4022,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4023,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4024,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4025,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4026,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
4027,"Hay ! Do you want to create your cute image into cartoon portrait ? Just visit here https://t.co/hLB8QcBK4g                  

#jennie #Lisa #Pakistan #iPhone14 #Brahmastra #Xbox #WorldCup2022 #meditation #ChengYi #RahulVaidya #Jesus #Australia #Italy #XiaoZhan #PlayToEarn #Messi https://t.co/MNLTmyS7wV https://t.co/N91vIwbiYL"
4028,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4029,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4030,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4031,@abhishGa @karanjohar @kamaalrkhan why is #KaranJohar playing Victim card when he was the one who got you arrested. #Brahmastra 300 billion dollars collection forced him to leave Twitter? And #KaranJohar should we declare National Holiday out of mourning as you left Twitter? Chup Chap Nikal https://t.co/1zc02pZeoL
4032,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4033,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4034,"RT @virtualkrsna: After poisoning unsuspecting minds on Twitter, Karan Johar quits twitter because now it's too much for him.
Either that o…"
4035,"@VikramR96886410 It's fine yaar..
The audience needs time pass..nd entertainment..not a perfect story...even brahmastra was cringe content..but want entertainment today.."
4036,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4037,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4038,"RT @BOWorldwide: A Look Test From Brahmastra For All Ranbir Kapoor Fans, Mother Neetu Kapoor Shared On Instagram!
#RanbirKapoor #Brahmastra…"
4039,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4040,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4041,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4042,@KYAHOTUM @Sheld0nc00per1 The audacity to call Brahmastra an alia bhatt..ranbir film..
4043,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4044,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4045,RT @ndtvfeed: Watch: Woman Mimics Alia Bhatt's Dialogues From Brahmastra and Darlings https://t.co/Gx5rtCTrma https://t.co/5ku9wSIfxn
4046,"RT @sleepyinsaan: AgniDEV &amp; Amrita in brahmansh Ashram 😭🤣🤍

Tht fire thing got me 😭😭😭😭😭
#Brahmastra https://t.co/gL4xjJFYij"
4047,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
4048,@kamaalrkhan @karanjohar Brahmastra earned 425 crore https://t.co/Byhz2cwvaa
4049,when you realise Red filter VFX is the best VFX in indian movies as some vadakkans claiming #Brahmastra
4050,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4051,"RT @anshu11_9: Small hint of the greatest comeback ever of @iamsrk 🔥🔥

📸 #ShahRukhKhan𓀠 as #Vanarastra!
#Brahmastra https://t.co/s11PQOhR5B"
4052,"RT @gemofbollywood: If #Brahmastra Is Disaster then, 

What is Your Opinion About 2.0  ? 

@AndhraBoxOffice  please Reply ! https://t.co/Ea…"
4053,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4054,RT @MohammadHanfi3: @AndhraBoxOffice If #Brahmastra isn't a hit then what's your opinion about this movie please tell me if the budget of 2…
4055,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4056,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4057,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
4058,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4059,RT @pramodrama: They should think about upgrading to Brahmastra
4060,"@Deadfoo12219941 @Kushagr1117 @jammypants4 Exactly , he sacrificed himself so that 3rd part of brahmastra can be saved and so the world ! And Rolex a drug gangster ready to spread drug business ! Choice is urs 😮‍💨"
4061,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4062,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4063,"RT @abhishGa: He will get you arrested again. So thanks to Samosa Critics, #Brahmastra is such a blockbuster that @karanjohar had to leave…"
4064,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4065,Who gives a fuck about who is playing Dev or Dev's daughter in Law . behanchod give us proper storyline first . #Brahmastra #ranbirkapoor #Brahmashtra
4066,"RT @rohansheth17: Best Cameo of 2022! 
No debate 🔥

#Vanarastra #MohanBhargav 
#Brahmastra https://t.co/UZVV7vtvsm"
4067,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4068,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4069,"RT @abhishGa: He will get you arrested again. So thanks to Samosa Critics, #Brahmastra is such a blockbuster that @karanjohar had to leave…"
4070,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4071,"RT @dhwani_princess: Hot #TinaDatta 😍

#actress #DeepikaPadukone #MalavikaMohanan #RashmikaMandanna #TinaDutta #SamanthaRuthPrabhu #KiaraAd…"
4072,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4073,"Best Cameo of 2022! 
No debate 🔥

#Vanarastra #MohanBhargav 
#Brahmastra https://t.co/UZVV7vtvsm"
4074,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4075,They should think about upgrading to Brahmastra https://t.co/l3ycD2g4TO
4076,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4077,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4078,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
4079,"Brahmastra hasn't made any impact in Storyline , cinematic universe , engaging plot but stirring pot on who is playing Dev . behanchod Other movies are going way ahead in terms of story but you are discussing about which is is ranbir kapoor or sakthi kapoor for DEV #Brahmastra"
4080,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4081,"Hot #TinaDatta 😍

#actress #DeepikaPadukone #MalavikaMohanan #RashmikaMandanna #TinaDutta #SamanthaRuthPrabhu #KiaraAdvani #Ukraine #USA #IPL Bollywood News Bigg Boss Viral #DivyaAgarwal #PoojaHegde #KanganaRanaut KGF #NoraFatehi Mia #AliaBhatt #JanhviKapoor Brahmastra Pic Priya https://t.co/heixOtBEbH"
4082,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4083,RT @divinemitz: Their sorry attempt of winning d public’s love wid pretentiousness has failed.  Quality n Moral values r the only thing tha…
4084,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4085,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4086,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4087,"@GemsOfBollywood Brahmastra ka pta nhi, but one thing is sure ur entire campaign is the biggest loss of the year...Tum bhonkte rhe, logo ne tumhari ek na suni😂😂"
4088,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4089,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4090,"RT @htcity: #RanbirKapoor wins hearts across the internet as he flaunts his chiseled body in unseen photos from #Brahmastra 

#Ranbir #Acto…"
4091,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4092,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4093,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4094,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4095,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4096,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4097,"Answer the question below. Enhance, refine, and accelerate your learning with ""UPSC Practice"".

🪔 Get the ""UPSC Practice"" Mobile App https://t.co/4TB0E3mCki Gaa
#Geography

🇮🇳 https://t.co/9vLIhKOi5d #Brahmastra #Queen #Elizabeth #ViratKohli

https://t.co/0e7WgtDEXi https://t.co/momne9vwpY"
4098,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4099,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4100,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4101,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
4102,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4103,"RT @Avataar_Kalki: @karanjohar Banks be on alert, Airports be on alert we don't want another Indian to runaway from India with loans on his…"
4104,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4105,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4106,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4107,"RT @VijayIsMyLife: #PonniyinSelvan1 emerges as the highest grossing Indian film at the UK box office for the year 2022. 🔥

1. #PS1 - £1.17M…"
4108,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
4109,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
4110,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
4111,RT @KRKBoxOffice: KRK says film #Brahmastra  is the biggest flop in the history of Bollywood. https://t.co/RwdXlIrFDl
4112,"After poisoning unsuspecting minds on Twitter, Karan Johar quits twitter because now it's too much for him.
Either that or the massive failure of #Brahmastra has hit him hard.
Even Aamir Khan hasn't came public since loss of #LalSinghChaddha 
These Bollywood nepo kids are chicken https://t.co/QkfrWrWJ5Y"
4113,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4114,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
4115,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
4116,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
4117,"RT @ssrajamouli: Visuals are Spectacular… And Ranbir is stunning! 

Presenting you the Soul of #Brahmastra - #DevaDeva out now! 🔥

Full Vid…"
4118,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4119,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4120,"#LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmastra - £1,032,214
3. Vikram Vedha - £217,950
4. Godfather - £97,344
5. Naane Varuvean - £27,750
6. Kantara - £27,144
7. Ghost - £13,406 https://t.co/zXc7BUcrsH"
4121,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4122,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4123,RT @sekartweets: #PonniyinSelvan surpassed #KGF2 and all other Indian biggies to become #1 film in the UK (Tamil version is the major contr…
4124,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4125,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4126,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4127,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4128,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
4129,"Photos of 'Brahmastra' look test went viral.
#Brahmastra #Brahmashtra #RanbirKapoor #bollywoodnews #bollywoodmovies #bollywood https://t.co/4cTDUOquo4"
4130,"#Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #GangubaiKathiawadi. 💥💥💥 Very very rare for a Hindi film to shine well in #Thailand. 

#BrahmastraPartOneShiva #Astraverse https://t.co/Ao8sChXONG"
4131,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4132,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4133,"RT @Harmindarboxoff: There will be more twists and turns in #Brahmastra part 2 and 3 than one , director #AyanMukerji purposely didn't add…"
4134,"He will get you arrested again. So thanks to Samosa Critics, #Brahmastra is such a blockbuster that @karanjohar had to leave Twitter out of sheer happiness huh? Makes sense. Meanwhile people go watch #PonniyinSelvan movie,it will boost your brain cells. Bye KJO we won't miss you. https://t.co/NXFEVAxBZw"
4135,@m0viesupdate @Kattysupremacy Y do u forget the fact that before brahmastra shamshera with the same actor was a big flop....so some fis work ..some don't...stop spreading hatred..
4136,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4137,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
4138,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4139,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4140,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4141,RT @sekartweets: #PonniyinSelvan surpassed #KGF2 and all other Indian biggies to become #1 film in the UK (Tamil version is the major contr…
4142,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4143,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4144,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
4145,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4146,"RT @TheAakashavaani: Top Ten Grossing Indian Films - North America - 2022

- #RRRMovie
- #Brahmastra
- #KGFChapter2 
- #PonniyinSelvan*
- #…"
4147,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
4148,RT @sekartweets: #PonniyinSelvan surpassed #KGF2 and all other Indian biggies to become #1 film in the UK (Tamil version is the major contr…
4149,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
4150,Brahmastra is a hit😂😂😂😂 https://t.co/yeCzgIX5qt https://t.co/ORPPMwfwVT
4151,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
4152,"@jammypants4 Sarookian are mindless 😂
They r comparing mass Rolex cameo to chindi rocketry brahmastra lsc 🤣🤣🤣"
